Trace
Swept SA
A.24.56,N9000B
360031653.627947,-69.5575915807965
360031719.385947,-70.5853491596792
360031785.143947,-70.4607474666902
360031850.901947,-70.2470070411419
360031916.659947,-70.0592091001314
360031982.417947,-69.8930094488736
360032048.175947,-69.3747593232955
360032113.933947,-69.2694974000426
360032179.691947,-69.9140549144525
360032245.449947,-70.418738091129
360032311.207947,-69.5312172900671
360032376.965947,-69.090114198882
360032442.723947,-69.6903044163495
360032508.481947,-69.561634195262
360032574.239947,-70.3076098650352
360032639.997947,-70.0294697640956
360032705.755947,-69.8295954123311
360032771.513947,-69.0522253979212
360032837.271947,-69.1509494123788
360032903.029947,-69.0756132191625
360032968.787947,-69.0669020291032
360033034.545947,-69.0740168779746
360033100.303947,-69.5183684688875
360033166.061947,-69.9903998977836
360033231.819947,-69.7171374353869
360033297.577947,-69.2485474772837
360033363.335947,-69.1021240935928
360033429.093947,-69.3579539156508
360033494.851947,-69.0363627028191
360033560.609947,-70.3094173738327
360033626.367947,-70.972696413939
360033692.125947,-69.8081007332637
360033757.883947,-69.9761122341814
360033823.641947,-70.2355735164949
360033889.399947,-69.7456522097532
360033955.157947,-69.1976567849346
360034020.915947,-69.3834326733118
360034086.673947,-69.2358482623922
360034152.431947,-70.6954872306736
360034218.189947,-69.9103639098419
360034283.947947,-69.1219611332334
360034349.705947,-69.3122306472954
360034415.463947,-69.973656840708
360034481.221947,-70.1511787765327
360034546.979947,-70.1583149789394
360034612.737947,-70.2759741859874
360034678.495947,-70.5292265442596
360034744.253947,-71.084581133963
360034810.011947,-70.9726527860795
360034875.769947,-69.5797465532676
360034941.527947,-69.8516251136517
360035007.285947,-68.774389113503
360035073.043947,-69.78346756683
360035138.801947,-70.0860495293277
360035204.559947,-69.7452674076475
360035270.317947,-70.2299821349396
360035336.075947,-70.450241439644
360035401.833947,-70.6894265098133
360035467.591947,-70.0859349568685
360035533.349947,-70.0210358630652
360035599.107947,-70.1919544702289
360035664.865947,-69.5440330943842
360035730.623947,-70.2830008583508
360035796.381947,-70.1212526518723
360035862.139947,-70.5284151537665
360035927.897947,-70.3292116625556
360035993.655947,-71.0107235524846
360036059.413947,-70.0071312915319
360036125.171947,-70.0205182481086
360036190.929947,-70.6671956818679
360036256.687947,-70.7681444540791
360036322.445947,-70.5921578242861
360036388.203947,-70.4253615017595
360036453.961947,-69.4964343103869
360036519.719947,-69.7612202962239
360036585.477947,-70.6512237198051
360036651.235947,-70.9962339291627
360036716.993947,-70.4563123330303
360036782.751947,-70.3854811657434
360036848.509947,-70.8991843914164
360036914.267947,-70.7882459355497
360036980.025947,-70.0991414826491
360037045.783947,-69.104857258413
360037111.541947,-68.9147692713245
360037177.299947,-69.5120308974693
360037243.057947,-68.8265049813808
360037308.815947,-68.9228431438577
360037374.573947,-68.8106696907131
360037440.331947,-69.6210117559323
360037506.089947,-70.7361411171398
360037571.847947,-70.4567228733808
360037637.605947,-69.8194938747363
360037703.363947,-70.0174099713907
360037769.121947,-70.5374181900901
360037834.879947,-71.1315059442629
360037900.637947,-71.2397084290954
360037966.395947,-70.77085209989
360038032.153947,-70.3740523765827
360038097.911947,-69.6571624142
360038163.669947,-69.5760224879473
360038229.427947,-69.8521717553851
360038295.185947,-70.0294910737838
360038360.943947,-70.638041879939
360038426.701947,-69.4102504335601
360038492.459947,-68.9168566999764
360038558.217947,-69.6338857014974
360038623.975947,-70.4961885474194
360038689.733947,-70.1169717722926
360038755.491947,-70.7208360693921
360038821.249947,-70.3890852215646
360038887.007947,-69.5850166671578
360038952.765947,-70.0944070925658
360039018.523947,-70.3480212332188
360039084.281947,-70.1657189555552
360039150.039947,-70.5043928212133
360039215.797947,-70.3415900482528
360039281.555947,-70.2980647470759
360039347.313947,-70.0446325718672
360039413.071947,-70.2206423090792
360039478.829947,-70.4906464061518
360039544.587947,-70.6981366913894
360039610.345947,-71.104213889988
360039676.103947,-71.1752695544013
360039741.861947,-70.7197146360902
360039807.619947,-70.5032157459478
360039873.377947,-69.7277308058464
360039939.135947,-70.055425446609
360040004.893947,-70.6749022911335
360040070.651947,-70.443322938064
360040136.409947,-70.482589853221
360040202.167947,-69.7455396104133
360040267.925947,-70.625340121916
360040333.683947,-70.3796079350614
360040399.441947,-68.981707474281
360040465.199947,-69.196311205283
360040530.957947,-69.7701219580639
360040596.715947,-70.4900480248462
360040662.473947,-70.0172617682095
360040728.231947,-69.2545358942843
360040793.989947,-70.5376215090697
360040859.747947,-70.628454449533
360040925.505947,-70.4168861213772
360040991.263947,-70.5393489969188
360041057.021947,-70.3998264882756
360041122.779947,-70.9704211881791
360041188.537947,-71.0730212419883
360041254.295947,-69.8133548868113
360041320.053947,-69.6686674534589
360041385.811947,-69.7370715086487
360041451.569947,-69.0979363452429
360041517.327947,-69.8424312986176
360041583.085947,-70.496104360997
360041648.843947,-71.1070301012061
360041714.601947,-71.0202025928717
360041780.359947,-70.9048874515226
360041846.117947,-71.4958651750937
360041911.875947,-71.661896146577
360041977.633947,-71.2699207437449
360042043.391947,-70.6553861245342
360042109.149947,-71.1861183780363
360042174.907947,-71.4618631998698
360042240.665947,-72.3141871485217
360042306.423947,-71.3154940111883
360042372.181947,-70.3604746412957
